national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,planting_rate,row_spacing,number_of_rows,planter_make,planter_model,previous_year_crop,seed_treatment,soil_test,soil_test_year,tillage_practice,shallow_till,shallow_trips,deep_till,deep_trips,estimated_percent,product_1,product_2,product_3,product_4,product_5,product_6,product_7,product_8,product_9,harvest_population,nitrogen,phosphorus,potash,trace_element,manure,when_applied_fall,when_applied_spring,when_applied_at_planting,when_applied_side_dress,start_fertilizer,nitrogen_surface,nitrogen_surface_times,nitrogen_incorporated,nitrogen_incorporated_times,nitrogen_irrigation,nitrogen_irrigation_times,irrigated,method,acres_inches,tillage_practice1,harvester_make,harvester_model,total_acres,date_harvested,row_spacing_1,total_length_of_all_rows,total_rows_width,acres_harvested,total_bushels_harvested,bushels_per_acres,recheck,recheck_reason,total_length_of_all_rows_recheck,total_rows_width_recheck,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
17,2,298.3839,MI,A:Conventional Non-Irrigated Class,103,2019-05-13,34000,30,16,John Deere,1770,Soybeans,Acceleron+Poncho 250,FALSE,0,Conventional,TRUE,2,FALSE,0,0,Herbicide:Capreno,Herbicide:Atrazine 4F,NA,NA,NA,NA,NA,NA,NA,33000,200,75,150,"S:3gal, B:1pt",Other:5000gal,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Case IH,8120,77,2019-11-26,30,30000,2.5,1.7218,513.7574,298.3839,First Check,No recheck required,0,2.5,0,0,0
59,6,271.0486,IL,D:No-Till Non-Irrigated Class,113,2019-04-24,34000,30,16,John Deere,1770NT,Soybeans,Cruiser 250/Raxil,TRUE,2017,No-Till,FALSE,0,FALSE,0,50,Herbicide:Keystone,Herbicide:Generic Roundup,Herbicide:Status,Fungicide:Headline AMP,NA,NA,NA,NA,NA,32750,220,52,120,S:15lbs,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,John Deere,9560 STS,90,2019-11-29,30,27616,2.5,1.5849,429.585,271.0486,First Check,No recheck required,0,2.5,0,0,0
175,55,221.017,MI,A:Conventional Non-Irrigated Class,103,2019-05-13,33000,30,16,John Deere,1700,Soybeans,Acceleron+Poncho 250,FALSE,0,Conventional,TRUE,2,TRUE,1,0,Herbicide:Capreno,Herbicide:Atrazine 4F,NA,NA,NA,NA,NA,NA,NA,31000,160,0,0,S:3gal,Other:7500gal,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Case IH,8120,30,2019-11-25,30,24640,2.5,1.4141,312.5402,221.017,First Check,No recheck required,0,2.5,0,0,0
41,17,277.323,IA,D:No-Till Non-Irrigated Class,115,2019-04-19,34000,20,24,John Deere,1795,Soybeans,Poncho 1250+VOTiVO,TRUE,2018,No-Till,FALSE,0,FALSE,0,80,Herbicide:Keystone,Herbicide:Instigate,NA,NA,NA,NA,NA,NA,NA,33000,170,80,80,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,John Deere,S660,75,2019-11-13,20,64656,1.6667,2.4739,686.0693,277.323,First Check,No recheck required,0,1.6667,0,0,0
140*,49,268.3848,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",110,2019-05-14,34000,30,24,John Deere,1770 NT CCS,Soybeans,Poncho 250,TRUE,2018,Strip-Till,FALSE,0,FALSE,0,60,Herbicide:Abundit,Herbicide:Lexar,Herbicide:Abundit,Herbicide:Lexar,NA,NA,NA,NA,NA,32000,240,40,0,"S:45lbs, B:1lbs",NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,TRUE,2,TRUE,3,TRUE,Drip,3,Strip-Till,Case IH,6130,71,2019-10-14,30,23328,2.5,1.3388,359.3136,268.3848,First Check,No recheck required,0,2.5,0,0,0
410*,148,226.1873,IA,B:Conventional Non-Irrigated Class,104,2019-05-14,35000,30,12,John Deere,1760 MaxEmerge Plus Vacuum,Soybeans,Poncho 250,TRUE,2017,Conventional,TRUE,2,FALSE,0,0,Herbicide:Harness,Herbicide:Roundup WeatherMax,Herbicide:Callisto,Herbicide:Array,NA,NA,NA,NA,NA,33500,65,0,0,NA,Swine:3600gal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,9500,120,2019-11-11,30,67502.499,2.5,3.8741,876.2722,226.1873,First Check,No recheck required,0,2.5,0,0,0
389*,142*,229.8132,IA,B:Conventional Non-Irrigated Class,104,2019-05-21,35000,30,12,John Deere,1760 MaxEmerge Plus Vacuum,Soybeans,Poncho 250,TRUE,2017,Conventional,TRUE,2,FALSE,0,0,Herbicide:Harness,Herbicide:Roundup WeatherMax,Herbicide:Callisto,Herbicide:Array,NA,NA,NA,NA,NA,34000,65,0,0,NA,Swine:3600gal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,9500,120,2019-11-11,30,47052.501,2.5,2.7004,620.5875,229.8132,First Check,No recheck required,0,2.5,0,0,0
43,18,276.1065,IA,D:No-Till Non-Irrigated Class,114,2019-05-13,36500,30,16,John Deere,1795,Soybeans,NA,TRUE,2017,No-Till,FALSE,0,FALSE,0,45,Herbicide:SureStart,Herbicide:Halex GT,Insecticide:Sniper,Fungicide:Trivapro,Fungicide:Miravis,NA,NA,NA,NA,36500,250,160,160,"B:2lbs, S:25lbs, Zn:10",NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,7240,48,2019-10-25,30,30288,2.5,1.7383,479.956,276.1065,First Check,No recheck required,0,2.5,0,0,0
62,3,267.2957,NE,A:Conventional Non-Irrigated Class,113,2019-04-22,24000,30,12,John Deere,1775 Flex,Corn,NA,TRUE,2018,Conventional,TRUE,1,FALSE,0,0,Herbicide:Liberty,Insecticide:Hero,Fungicide:Trivapro,NA,NA,NA,NA,NA,NA,24000,248,79,0,S:null,NA,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,248,FALSE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S780,15,2019-10-03,30,23184,2.5,1.3306,355.6636,267.2957,First Check,No recheck required,0,2.5,0,0,0
191,3,255.8224,MS,I:Conventional Irrigated Class,118,2019-03-19,34000,30,16,John Deere,1720 MaxEmerge XP,Corn,Acceleron,TRUE,2018,Conventional,TRUE,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,TRUE,Furrow,6,Conventional,John Deere,S680,75,2019-08-30,30,23401.6,2.5,1.3431,343.5951,255.8224,First Check,No recheck required,0,2.5,0,0,0
154*,54*,265.1915,IA,B:Conventional Non-Irrigated Class,108,2019-05-06,36000,20,16,John Deere,1790 CCS,Soybeans,Poncho 500,TRUE,2017,Conventional,TRUE,1,FALSE,0,0,Herbicide:SureStart,Herbicide:Callisto+Roundup,Herbicide:Array,NA,NA,NA,NA,NA,NA,37000,70,0,0,NA,Cattle:15000gal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,S670,67,2019-11-01,20,37320.0012,1.6667,1.4279,378.6669,265.1915,First Check,No recheck required,0,1.6667,0,0,0
228*,88,255.9297,IA,B:Conventional Non-Irrigated Class,110,2019-05-06,36000,20,16,John Deere,1790 CCS,Soybeans,Poncho 500,TRUE,2017,Conventional,TRUE,1,FALSE,0,0,Herbicide:SureStart,Herbicide:Callisto+Roundup,Herbicide:Array,NA,NA,NA,NA,NA,NA,37000,180,110,110,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S670,110,2019-10-22,20,33628.0008,1.6667,1.2867,329.3047,255.9297,First Check,No recheck required,0,1.6667,0,0,0
479*,153*,196.97,IA,B:Conventional Non-Irrigated Class,103,2019-05-16,33500,30,12,John Deere,1760,Soybeans,Poncho 500,TRUE,2016,Conventional,TRUE,2,FALSE,0,0,Herbicide:Harness,Herbicide:Roundup WeatherMax,Herbicide:Callisto,Herbicide:Array,NA,NA,NA,NA,NA,33500,180,85,85,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,7720,77,2019-11-04,30,29199.9996,2.5,1.6758,330.0824,196.97,First Check,No recheck required,0,2.5,0,0,0
480*,154,195.1504,IA,B:Conventional Non-Irrigated Class,104,2019-05-16,33500,30,12,John Deere,1760,Soybeans,Poncho 500,TRUE,2016,Conventional,TRUE,2,FALSE,0,0,Herbicide:Harness,Herbicide:Roundup WeatherMax,Herbicide:Callisto,Herbicide:Array,NA,NA,NA,NA,NA,34000,180,85,85,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,7720,77,2019-11-04,30,29199.9996,2.5,1.6758,327.033,195.1504,First Check,No recheck required,0,2.5,0,0,0
306*,7,59.4121,KS,A:Conventional Non-Irrigated Class,111,2019-05-25,16000,30,24,John Deere,1770 NT CCS,Wheat,Cruiser 250/Raxil,TRUE,2016,Conventional,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,100,50,0,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,TRUE,1,FALSE,1,FALSE,NA,0,Conventional,John Deere,S670,160,2019-09-30,30,335520,2.5,19.2562,1144.0511,59.4121,First Check,No recheck required,0,2.5,0,0,0
361*,135,236.7153,IA,B:Conventional Non-Irrigated Class,104,2019-05-07,34000,30,12,John Deere,7200 MaxEmerge 2 Vacuum,Soybeans,Poncho 500,TRUE,2018,Conventional,TRUE,2,FALSE,0,0,Herbicide:Harness,Herbicide:Callisto,Herbicide:Roundup WeatherMax,Insecticide:Warrior II,Fungicide:Affiaince,Herbicide:Array,NA,NA,NA,33000,100,0,0,NA,Swine:3000gal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,Case IH,2166,120,2019-11-04,30,27755.0004,2.5,1.5929,377.0638,236.7153,First Check,No recheck required,0,2.5,0,0,0
326*,119*,242.047,IA,B:Conventional Non-Irrigated Class,110,2019-05-06,34000,30,12,John Deere,7200 MaxEmerge 2 Vacuum,Soybeans,Poncho 500,TRUE,2018,Conventional,TRUE,2,FALSE,0,0,Herbicide:Harness,Herbicide:Callisto,Herbicide:Roundup WeatherMax,Insecticide:Warrior II,Fungicide:Affiaince,Herbicide:Array,NA,NA,NA,33500,100,0,0,NA,Swine:3000gal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,Case IH,2166,120,2019-11-04,30,27753,2.5,1.5928,385.5325,242.047,First Check,No recheck required,0,2.5,0,0,0
306,113,245.0388,IA,B:Conventional Non-Irrigated Class,108,2019-05-07,34000,30,12,John Deere,7200 MaxEmerge 2 Vacuum,Soybeans,Poncho 500,TRUE,2018,Conventional,TRUE,2,FALSE,0,0,Herbicide:Harness,Herbicide:Roundup WeatherMax,Herbicide:Bellum,Herbicide:Array,NA,NA,NA,NA,NA,34000,185,100,110,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Case IH,2166,68,2019-10-28,30,29172.9996,2.5,1.6743,410.2684,245.0388,First Check,No recheck required,0,2.5,0,0,0
178,3,220.4052,KS,A:Conventional Non-Irrigated Class,103,2019-05-27,16000,30,24,John Deere,1770 NT CCS,Wheat,Poncho 1250+VOTiVO+Raxil,TRUE,2019,Conventional,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,100,60,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,FALSE,1,FALSE,NA,0,Conventional,John Deere,S670,160,2019-09-20,30,75720,2.5,4.3457,957.8149,220.4052,First Check,No recheck required,0,2.5,0,0,0
270*,5,180.1182,KS,A:Conventional Non-Irrigated Class,101,2019-05-29,16000,30,24,John Deere,1770 NT CCS,Wheat,Cruiser 250/Raxil,TRUE,2019,Conventional,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,100,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S670,121,2019-09-04,30,83448,2.5,4.7893,862.6399,180.1182,First Check,No recheck required,0,2.5,0,0,0
309*,8,47.1001,KS,A:Conventional Non-Irrigated Class,105,2019-05-18,16000,30,24,John Deere,1770 NT CCS,Wheat,Cruiser 250/Raxil,TRUE,2019,Conventional,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,80,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S670,160,2019-09-05,30,376800,2.5,21.6253,1018.5545,47.1001,First Check,No recheck required,0,2.5,0,0,0
110,9,271.4125,WI,B:Conventional Non-Irrigated Class,114,2019-04-23,40000,30,16,Kinze,3600,Corn,Acceleron,TRUE,2016,Conventional,TRUE,1,TRUE,1,0,Herbicide:Acuron,Herbicide:Roundup PowerMax,Fungicide:Quadris,Fungicide:Trivapro,NA,NA,NA,NA,NA,40000,180,180,200,S:25lbs,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,50,2019-10-25,30,21808.6664,2.5,1.2516,339.6999,271.4125,First Check,No recheck required,0,2.5,0,0,0
131,6,255.1574,MO,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",113,2019-04-26,35000,20,24,Case IH,1245 Pivot-Transport Early Riser,Soybeans,Cruiser 250/Raxil,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,Herbicide:Lexar,Insecticide:Warrior,Fungicide:Trivapro,NA,NA,NA,NA,NA,NA,32000,180,80,80,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Minimum-Till,Case IH,7120,53,2019-10-01,20,45024,1.6667,1.7227,439.5596,255.1574,First Check,No recheck required,0,1.6667,0,0,0
192*,68*,213.8113,MI,A:Conventional Non-Irrigated Class,100,2019-05-13,31000,30,18,John Deere,DB44,Sugarbeets,Poncho 250,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Verdict,Herbicide:Roundup PowerMax,NA,NA,NA,NA,NA,NA,NA,31000,170,35,0,Zn:1qts,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Case IH,8120,75,2019-11-05,30,37952,2.5,2.1781,465.7025,213.8113,First Check,No recheck required,0,2.5,0,0,0
218*,90,202.7578,MI,A:Conventional Non-Irrigated Class,99,2019-05-17,31000,30,18,John Deere,DB44,Sugarbeets,Poncho 250,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Verdict,Herbicide:Roundup PowerMax,NA,NA,NA,NA,NA,NA,NA,31000,170,35,0,Zn:1qts,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Case IH,8120,45,2019-11-23,30,28832,2.5,1.6547,335.5034,202.7578,First Check,No recheck required,0,2.5,0,0,0
80,36,263.3221,IA,D:No-Till Non-Irrigated Class,111,2019-04-26,38000,30,16,John Deere,1775NT,Soybeans,Poncho 250,TRUE,2018,No-Till,FALSE,0,FALSE,0,55,Herbicide:Cinch ATZ,Herbicide:Abundit Extra,Herbicide:Resicore,Herbicide:AAtrex 4L,Herbicide:AMS,NA,NA,NA,NA,34000,200,60,60,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,3,FALSE,0,FALSE,NA,0,No-Till,John Deere,S780,70,2019-11-03,30,38464,2.5,2.2075,581.2836,263.3221,First Check,No recheck required,0,2.5,0,0,0
139*,4*,255.6203,MI,C:No-Till Non-Irrigated Class,105,2019-05-14,38000,30,16,John Deere,1770 Conservation,Soybeans,Poncho+Roundup,FALSE,0,No-Till,FALSE,0,FALSE,0,5,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,38000,0,0,0,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,John Deere,9670 STS,42,2019-10-24,30,22008,2.5,1.2631,322.874,255.6203,First Check,No recheck required,0,2.5,0,0,0
49*,5,272.1887,MI,A:Conventional Non-Irrigated Class,105,2019-05-16,39000,30,16,John Deere,1770,Soybeans,Poncho+Roundup,TRUE,2019,Conventional,TRUE,2,TRUE,1,0,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,38000,0,0,0,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,9670 STS,78,2019-11-06,30,23568,2.5,1.3526,368.1624,272.1887,First Check,No recheck required,0,2.5,0,0,0
58,6,290.9921,NE,I:Conventional Irrigated Class,118,2019-05-03,35700,30,24,Case IH,1255 Front-Fold Early Riser,Soybeans,Amplify D+Poncho 1250,TRUE,2019,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34700,250,50,30,S:10gal,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,0,FALSE,0,TRUE,Furrow,8,Conventional,Case IH,7230,36,2019-11-01,30,28694.4,2.5,1.6468,479.2058,290.9921,First Check,No recheck required,0,2.5,0,0,0
181,9,257.7612,MO,I:Conventional Irrigated Class,120,2019-04-20,34000,30,12,John Deere,1720,Soybeans,Poncho 1250,FALSE,0,Conventional,TRUE,2,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,250,100,200,S:10lbs,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE,1,FALSE,0,TRUE,Furrow,6,Conventional,John Deere,S670,50,2019-09-07,30,48420,2.5,2.7789,716.2925,257.7612,First Check,No recheck required,0,2.5,0,0,0
183*,6,257.4665,KS,I:Conventional Irrigated Class,113,2019-04-30,32000,30,24,John Deere,1770 NT CCS,Corn,NA,TRUE,2019,Conventional,TRUE,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,250,70,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,TRUE,2,TRUE,Sprinkler,16,Conventional,John Deere,S670,125,2019-10-16,30,74652,2.5,4.2844,1103.0896,257.4665,First Check,No recheck required,0,2.5,0,0,0
234*,8,246.0144,KS,I:Conventional Irrigated Class,113,2019-05-02,32000,30,24,John Deere,1770NT,Corn,NA,TRUE,2019,Conventional,TRUE,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,240,50,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,TRUE,1,TRUE,Sprinkler,15,Conventional,John Deere,S670,123,2019-10-08,30,59472,2.5,3.4132,839.6965,246.0144,First Check,No recheck required,0,2.5,0,0,0
272*,13,232.8384,KS,I:Conventional Irrigated Class,113,2019-05-03,32000,30,24,John Deere,1770NT,Corn,NA,TRUE,2019,Conventional,TRUE,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,240,60,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,TRUE,1,TRUE,Sprinkler,16,Conventional,John Deere,S670,123,2019-10-18,30,81000,2.5,4.6488,1082.4193,232.8384,First Check,No recheck required,0,2.5,0,0,0
283*,15,229.2283,KS,I:Conventional Irrigated Class,113,2019-05-05,32000,30,24,John Deere,1770 NT CCS,Corn,NA,TRUE,2019,Conventional,TRUE,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,250,50,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,TRUE,2,TRUE,Sprinkler,18,Conventional,John Deere,S670,122,2019-10-14,30,84492,2.5,4.8492,1111.574,229.2283,First Check,No recheck required,0,2.5,0,0,0
321*,16,215.7124,KS,I:Conventional Irrigated Class,111,2019-05-05,32000,30,24,John Deere,1770 NT CCS,Corn,NA,TRUE,2019,Conventional,TRUE,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,250,50,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,TRUE,2,TRUE,Sprinkler,17,Conventional,John Deere,S670,124,2019-10-11,30,62160,2.5,3.5675,769.5541,215.7124,First Check,No recheck required,0,2.5,0,0,0
274*,14,231.9698,KS,I:Conventional Irrigated Class,111,2019-05-09,32000,30,24,John Deere,1770 NT CCS,Corn,NA,TRUE,2019,Conventional,TRUE,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,250,50,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,TRUE,2,TRUE,Sprinkler,17,Conventional,John Deere,S670,122,2019-10-10,30,82932,2.5,4.7596,1104.0833,231.9698,First Check,No recheck required,0,2.5,0,0,0
130,21,268.7186,OH,B:Conventional Non-Irrigated Class,111,2019-05-08,35000,30,16,Kinze,3600,Soybeans,PPST 250,TRUE,2017,Conventional,TRUE,1,FALSE,0,0,Herbicide:Lexar,Herbicide:Halex GT,Fungicide:Stratego YLD,Fungicide:Trivapro,NA,NA,NA,NA,NA,35000,205,100,150,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Case IH,7230,25,2019-09-26,30,25056,2.5,1.438,386.4173,268.7186,First Check,No recheck required,0,2.5,0,0,0
183,70,261.349,IA,B:Conventional Non-Irrigated Class,109,2019-04-25,34500,30,24,John Deere,1770 NT CCS,Corn,Cruiser 250/Raxil,FALSE,0,Conventional,TRUE,1,TRUE,1,0,Herbicide:Cinch ATZ Lite,Herbicide:Realm Q,Herbicide:Abundit,Herbicide:AAtrex 4L,NA,NA,NA,NA,NA,33000,260,0,398,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,40,2019-10-04,30,23128,2.5,1.3274,346.9146,261.349,First Check,No recheck required,0,2.5,0,0,0
26,1,288.585,NC,A:Conventional Non-Irrigated Class,114,2019-04-27,33000,30,16,John Deere,1770NT,Soybeans,Poncho 1250,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Bicep II Magnum,Herbicide:Halex GT,Herbicide:AAtrex 4L,NA,NA,NA,NA,NA,NA,31000,180,0,0,NA,Broiler:5tons,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,9770 STS,25,2019-09-26,30,22629.3328,2.5,1.2987,374.7853,288.585,First Check,No recheck required,0,2.5,0,0,0
95,*,235.2571,LA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",118,2019-03-23,34500,38,12,Case IH,1230 Stackerbar Early Riser,Soybeans,NA,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32000,190,20,60,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,Minimum-Till,Case IH,8230,40,2019-08-20,38,85760,3.1667,6.2345,1466.7101,235.2571,First Check,No recheck required,0,3.1667,0,0,0
259,16,187.0616,KS,C:No-Till Non-Irrigated Class,111,2019-04-06,29000,30,12,Kinze,3600,Soybeans,Poncho 250,TRUE,2017,No-Till,FALSE,0,FALSE,0,40,Herbicide:FulTime,Herbicide:Callisto,Herbicide:Roundup PowerMax,Fungicide:Quilt,NA,NA,NA,NA,NA,26000,180,50,30,S:10lbs,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,Case IH,7010,42,2019-09-25,30,26064,2.5,1.4959,279.8254,187.0616,First Check,No recheck required,0,2.5,0,0,0
237*,10,249.7963,LA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-03-24,34500,38,12,Case IH,1230 Stackerbar Early Riser,Soybeans,NA,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,225,40,80,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0,FALSE,0,TRUE,Furrow,8,Minimum-Till,Case IH,8230,64,2019-08-17,38,63840,3.1667,4.641,1159.3047,249.7963,First Check,No recheck required,0,3.1667,0,0,0
267*,*,173.5251,LA,C:No-Till Non-Irrigated Class,113,2019-03-20,32000,38,12,Case IH,1230 Stackerbar Early Riser,Soybeans,NA,FALSE,0,No-Till,FALSE,0,FALSE,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,225,0,60,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,8230,20,2019-08-13,38,91200,3.1667,6.63,1150.4717,173.5251,First Check,No recheck required,0,3.1667,0,0,0
231*,1,211.5848,LA,C:No-Till Non-Irrigated Class,108,2019-03-26,30000,38,12,Case IH,1230 Stackerbar Early Riser,Soybeans,NA,FALSE,0,No-Till,FALSE,0,FALSE,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,225,0,60,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,8230,65,2019-08-20,38,79200,3.1667,5.7576,1218.2206,211.5848,First Check,No recheck required,0,3.1667,0,0,0
101*,1,256.1746,LA,G:No-Till Irrigated Class,118,2019-03-20,34500,38,12,Case IH,1230 Stackerbar Early Riser,Corn,NA,FALSE,0,No-Till,FALSE,0,FALSE,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,225,20,60,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE,1,FALSE,0,TRUE,Furrow,8,No-Till,Case IH,8240,120,2019-08-24,38,75600,3.1667,5.4959,1407.91,256.1746,First Check,No recheck required,0,3.1667,0,0,0
473,86,201.6241,MN,B:Conventional Non-Irrigated Class,103,2019-05-10,34000,30,16,John Deere,1760 MaxEmerge Plus Vacuum,Soybeans,Acceleron+Poncho 250,TRUE,2018,Conventional,TRUE,1,FALSE,0,0,Herbicide:SureStart,NA,NA,NA,NA,NA,NA,NA,NA,34000,160,80,80,S:null,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,9400,150,2019-11-05,30,29364,2.5,1.6853,339.7971,201.6241,First Check,No recheck required,0,2.5,0,0,0
